album,end_date,music,rank,singer,start_date,week_num,year
IM NAYEON,2022.06.11,POP!,10,나연 (TWICE),2022.06.05,24,2022
WSG워너비 1집,2022.07.02,그때 그 순간 그대로 (그그그),6,WSG워너비 (가야G),2022.06.26,27,2022
LOVE DIVE,2022.06.25,LOVE DIVE,7,IVE (아이브),2022.06.19,26,2022
FOREVER 1 - The 7th Album,2022.07.09,FOREVER 1,5,소녀시대,2022.07.03,28,2022
NewJeans 1st EP `New Jeans`,2022.07.16,Hype boy,4,NewJeans,2022.07.10,29,2022
After LIKE,2022.09.03,After LIKE,1,IVE (아이브),2022.08.28,36,2022
NewJeans 1st EP `New Jeans`,2022.08.27,Attention,2,NewJeans,2022.08.21,35,2022
바보에게 바보가 (웹툰 `연애의 발견` X 이석훈) OST,2022.08.06,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),50,이석훈,2022.07.31,32,2022
아무래도 난,2022.08.20,아무래도 난,47,주시크 (Joosiq),2022.08.14,34,2022
INVU - The 3rd Album,2022.08.13,INVU,42,태연 (TAEYEON),2022.08.07,33,2022
별에서 온 그대 OST Part 7,2022.03.05,너의 모든 순간,34,성시경,2022.02.27,10,2022
해요 (2022),2022.03.12,해요 (2022),31,#안녕,2022.03.06,11,2022
PROTOTYPE RESEARCH #0063,2022.03.19,내 기쁨은 너가 벤틀리를 끄는 거야,30,김승민,2022.03.13,12,2022
사랑한다고 말해줘,2022.03.26,사랑한다고 말해줘,29,탑현,2022.03.20,13,2022
LOVE me,2022.04.09,LOVE me,26,BE`O (비오),2022.04.03,15,2022
ELEVEN,2022.04.16,ELEVEN,23,IVE (아이브),2022.04.10,16,2022
취중고백,2022.04.02,취중고백,27,김민석,2022.03.27,14,2022
Seoul,2022.04.23,Love story,22,볼빨간사춘기,2022.04.17,17,2022
BETWEEN 1&2,2022.04.30,Talk that Talk,21,TWICE,2022.04.24,18,2022
FEARLESS,2022.05.07,FEARLESS,19,LE SSERAFIM (르세라핌),2022.05.01,19,2022
싸다9,2022.05.14,That That (prod. & feat. SUGA of BTS),18,싸이 (Psy),2022.05.08,20,2022
Girls - The 2nd Mini Album,2022.05.21,도깨비불 (Illusion),15,aespa,2022.05.15,21,2022
정이라고 하자,2022.06.04,정이라고 하자 (Feat. 10CM),13,BIG Naughty (서동현),2022.05.29,23,2022
나의 X에게,2022.05.28,나의 X에게,14,경서,2022.05.22,22,2022
NewJeans 1st EP `New Jeans`,2022.06.18,Cookie,10,NewJeans,2022.06.12,25,2022
IM NAYEON,2022.06.11,POP!,11,나연 (TWICE),2022.06.05,24,2022
LOVE DIVE,2022.07.02,LOVE DIVE,7,IVE (아이브),2022.06.26,27,2022
WSG워너비 1집,2022.06.25,보고싶었어,8,WSG워너비 (4FIRE),2022.06.19,26,2022
WSG워너비 1집,2022.07.09,그때 그 순간 그대로 (그그그),6,WSG워너비 (가야G),2022.07.03,28,2022
FOREVER 1 - The 7th Album,2022.07.16,FOREVER 1,5,소녀시대,2022.07.10,29,2022
NewJeans 1st EP `New Jeans`,2022.09.03,Attention,2,NewJeans,2022.08.28,36,2022
Pink Venom,2022.08.27,Pink Venom,3,BLACKPINK,2022.08.21,35,2022
Weekend,2022.08.06,Weekend,51,태연 (TAEYEON),2022.07.31,32,2022
LOVE & HATE,2022.08.20,늦은 밤 헤어지긴 너무 아쉬워,48,케이시 (Kassy),2022.08.14,34,2022
신호등,2022.08.13,신호등,43,이무진,2022.08.07,33,2022
봄여름가을겨울 (Still Life),2022.03.05,봄여름가을겨울 (Still Life),35,BIGBANG (빅뱅),2022.02.27,10,2022
통화연결음,2022.03.12,통화연결음,32,"보라미유, MJ (써니사이드)",2022.03.06,11,2022
해요 (2022),2022.03.19,해요 (2022),31,#안녕,2022.03.13,12,2022
PROTOTYPE RESEARCH #0063,2022.03.26,내 기쁨은 너가 벤틀리를 끄는 거야,30,김승민,2022.03.20,13,2022
취중고백,2022.04.09,취중고백,27,김민석,2022.04.03,15,2022
내가 아니라도,2022.04.16,내가 아니라도,24,주호,2022.04.10,16,2022
That`s Hilarious,2022.04.02,That`s Hilarious,28,Charlie Puth,2022.03.27,14,2022
ELEVEN,2022.04.23,ELEVEN,23,IVE (아이브),2022.04.17,17,2022
Seoul,2022.04.30,Love story,22,볼빨간사춘기,2022.04.24,18,2022
Girls - The 2nd Mini Album,2022.05.07,Girls,20,aespa,2022.05.01,19,2022
FEARLESS,2022.05.14,FEARLESS,19,LE SSERAFIM (르세라핌),2022.05.08,20,2022
I NEVER DIE,2022.05.21,TOMBOY,16,(여자)아이들,2022.05.15,21,2022
나의 X에게,2022.06.04,나의 X에게,14,경서,2022.05.29,23,2022
Girls - The 2nd Mini Album,2022.05.28,도깨비불 (Illusion),15,aespa,2022.05.22,22,2022
IM NAYEON,2022.06.18,POP!,11,나연 (TWICE),2022.06.12,25,2022
5.3,2022.06.11,그라데이션,12,10cm,2022.06.05,24,2022
WSG워너비 1집,2022.07.02,보고싶었어,8,WSG워너비 (4FIRE),2022.06.26,27,2022
CHECKMATE,2022.06.25,SNEAKERS,9,ITZY (있지),2022.06.19,26,2022
LOVE DIVE,2022.07.09,LOVE DIVE,7,IVE (아이브),2022.07.03,28,2022
WSG워너비 1집,2022.07.16,그때 그 순간 그대로 (그그그),6,WSG워너비 (가야G),2022.07.10,29,2022
Pink Venom,2022.09.03,Pink Venom,3,BLACKPINK,2022.08.28,36,2022
NewJeans 1st EP `New Jeans`,2022.08.27,Hype boy,4,NewJeans,2022.08.21,35,2022
After LIKE,2022.09.10,After LIKE,1,IVE (아이브),2022.09.04,37,2022
아무래도 난,2022.08.06,아무래도 난,52,주시크 (Joosiq),2022.07.31,32,2022
Left and Right,2022.08.20,Left and Right (Feat. Jung Kook of BTS),49,"Charlie Puth, 정국, 방탄소년단",2022.08.14,34,2022
잠수이별,2022.08.13,잠수이별 (Prod. 코드 쿤스트),44,"우원재, meenoi (미노이)",2022.08.07,33,2022
봄여름가을겨울 (Still Life),2022.03.05,봄여름가을겨울 (Still Life),36,BIGBANG (빅뱅),2022.02.27,10,2022
별에서 온 그대 OST Part 7,2022.03.12,너의 모든 순간,33,성시경,2022.03.06,11,2022
사랑한다고 말해줘,2022.03.19,사랑한다고 말해줘,32,탑현,2022.03.13,12,2022
해요 (2022),2022.03.26,해요 (2022),31,#안녕,2022.03.20,13,2022
That`s Hilarious,2022.04.09,That`s Hilarious,28,Charlie Puth,2022.04.03,15,2022
Seoul,2022.04.16,Love story,25,볼빨간사춘기,2022.04.10,16,2022
취중고백,2022.04.02,취중고백,29,김민석,2022.03.27,14,2022
내가 아니라도,2022.04.23,내가 아니라도,24,주호,2022.04.17,17,2022
신사와 아가씨 OST Part.2,2022.04.30,사랑은 늘 도망가,23,임영웅,2022.04.24,18,2022
ELEVEN,2022.05.07,ELEVEN,21,IVE (아이브),2022.05.01,19,2022
BETWEEN 1&2,2022.05.14,Talk that Talk,20,TWICE,2022.05.08,20,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,17,멜로망스(Melomance),2022.05.15,21,2022
IM NAYEON,2022.06.04,POP!,15,나연 (TWICE),2022.05.29,23,2022
I NEVER DIE,2022.05.28,TOMBOY,16,(여자)아이들,2022.05.22,22,2022
정이라고 하자,2022.06.18,정이라고 하자 (Feat. 10CM),12,BIG Naughty (서동현),2022.06.12,25,2022
나의 X에게,2022.06.11,나의 X에게,13,경서,2022.06.05,24,2022
CHECKMATE,2022.07.02,SNEAKERS,9,ITZY (있지),2022.06.26,27,2022
NewJeans 1st EP `New Jeans`,2022.06.25,Cookie,10,NewJeans,2022.06.19,26,2022
WSG워너비 1집,2022.07.09,보고싶었어,8,WSG워너비 (4FIRE),2022.07.03,28,2022
WSG워너비 1집,2022.07.16,그때 그 순간 그대로 (그그그),7,WSG워너비 (가야G),2022.07.10,29,2022
NewJeans 1st EP `New Jeans`,2022.09.03,Hype boy,4,NewJeans,2022.08.28,36,2022
FOREVER 1 - The 7th Album,2022.08.27,FOREVER 1,5,소녀시대,2022.08.21,35,2022
NewJeans 1st EP `New Jeans`,2022.09.10,Attention,2,NewJeans,2022.09.04,37,2022
After LIKE,2022.09.17,After LIKE,1,IVE (아이브),2022.09.11,38,2022
Left and Right,2022.08.06,Left and Right (Feat. Jung Kook of BTS),53,"Charlie Puth, 정국, 방탄소년단",2022.07.31,32,2022
Next Level,2022.08.20,Next Level,50,aespa,2022.08.14,34,2022
스티커 사진,2022.08.13,스티커 사진,45,21학번,2022.08.07,33,2022
별에서 온 그대 OST Part 7,2022.03.05,너의 모든 순간,37,성시경,2022.02.27,10,2022
LOVE me,2022.03.12,LOVE me,34,BE`O (비오),2022.03.06,11,2022
해요 (2022),2022.03.19,해요 (2022),33,#안녕,2022.03.13,12,2022
That`s Hilarious,2022.03.26,That`s Hilarious,32,Charlie Puth,2022.03.20,13,2022
BORN PINK,2022.04.09,Shut Down,29,BLACKPINK,2022.04.03,15,2022
신사와 아가씨 OST Part.2,2022.04.16,사랑은 늘 도망가,26,임영웅,2022.04.10,16,2022
Girls - The 2nd Mini Album,2022.04.02,Girls,30,aespa,2022.03.27,14,2022
내가 아니라도,2022.04.23,내가 아니라도,25,주호,2022.04.17,17,2022
ELEVEN,2022.04.30,ELEVEN,24,IVE (아이브),2022.04.24,18,2022
싸다9,2022.05.07,That That (prod. & feat. SUGA of BTS),22,싸이 (Psy),2022.05.01,19,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.05.14,LAW (Prod. Czaer),21,"윤미래, 비비(BIBI)",2022.05.08,20,2022
질주 (2 Baddies) - The 4th Album,2022.05.21,질주 (2 Baddies),18,NCT 127,2022.05.15,21,2022
IM NAYEON,2022.06.04,POP!,16,나연 (TWICE),2022.05.29,23,2022
I NEVER DIE,2022.05.28,TOMBOY,17,(여자)아이들,2022.05.22,22,2022
나의 X에게,2022.06.18,나의 X에게,13,경서,2022.06.12,25,2022
정이라고 하자,2022.06.11,정이라고 하자 (Feat. 10CM),14,BIG Naughty (서동현),2022.06.05,24,2022
WSG워너비 1집,2022.07.02,보고싶었어,10,WSG워너비 (4FIRE),2022.06.26,27,2022
CHECKMATE,2022.06.25,SNEAKERS,11,ITZY (있지),2022.06.19,26,2022
NewJeans 1st EP `New Jeans`,2022.07.09,Cookie,9,NewJeans,2022.07.03,28,2022
WSG워너비 1집,2022.07.16,그때 그 순간 그대로 (그그그),8,WSG워너비 (가야G),2022.07.10,29,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.09.03,새삥 (Prod. ZICO) (Feat. 호미들),5,지코 (ZICO),2022.08.28,36,2022
FOREVER 1 - The 7th Album,2022.08.27,FOREVER 1,6,소녀시대,2022.08.21,35,2022
Pink Venom,2022.09.10,Pink Venom,3,BLACKPINK,2022.09.04,37,2022
NewJeans 1st EP `New Jeans`,2022.09.17,Attention,2,NewJeans,2022.09.11,38,2022
After LIKE,2022.09.24,After LIKE,1,IVE (아이브),2022.09.18,39,2022
INVU - The 3rd Album,2022.08.06,INVU,54,태연 (TAEYEON),2022.07.31,32,2022
`키스 먼저 할까요?` OST Part 3,2022.08.20,"모든 날, 모든 순간 (Every day, Every Moment)",51,폴킴,2022.08.14,34,2022
봄여름가을겨울 (Still Life),2022.08.13,봄여름가을겨울 (Still Life),46,BIGBANG (빅뱅),2022.08.07,33,2022
별에서 온 그대 OST Part 7,2022.03.05,너의 모든 순간,38,성시경,2022.02.27,10,2022
Seoul,2022.03.12,Love story,35,볼빨간사춘기,2022.03.06,11,2022
Monologue,2022.03.19,Monologue,34,테이 (Tei),2022.03.13,12,2022
해요 (2022),2022.03.26,해요 (2022),33,#안녕,2022.03.20,13,2022
BETWEEN 1&2,2022.04.09,Talk that Talk,30,TWICE,2022.04.03,15,2022
싸다9,2022.04.16,That That (prod. & feat. SUGA of BTS),27,싸이 (Psy),2022.04.10,16,2022
PROTOTYPE RESEARCH #0063,2022.04.02,내 기쁨은 너가 벤틀리를 끄는 거야,31,김승민,2022.03.27,14,2022
IM HERO,2022.04.23,무지개,26,임영웅,2022.04.17,17,2022
내가 아니라도,2022.04.30,내가 아니라도,25,주호,2022.04.24,18,2022
IM NAYEON,2022.05.07,POP!,23,나연 (TWICE),2022.05.01,19,2022
Girls - The 2nd Mini Album,2022.05.14,도깨비불 (Illusion),22,aespa,2022.05.08,20,2022
정이라고 하자,2022.05.21,정이라고 하자 (Feat. 10CM),19,BIG Naughty (서동현),2022.05.15,21,2022
IM HERO,2022.06.04,다시 만날 수 있을까,17,임영웅,2022.05.29,23,2022
나의 X에게,2022.05.28,나의 X에게,18,경서,2022.05.22,22,2022
CHECKMATE,2022.06.18,SNEAKERS,14,ITZY (있지),2022.06.12,25,2022
5.3,2022.06.11,그라데이션,15,10cm,2022.06.05,24,2022
NewJeans 1st EP `New Jeans`,2022.07.02,Cookie,11,NewJeans,2022.06.26,27,2022
WSG워너비 1집,2022.06.25,보고싶었어,12,WSG워너비 (4FIRE),2022.06.19,26,2022
WSG워너비 1집,2022.07.09,그때 그 순간 그대로 (그그그),10,WSG워너비 (가야G),2022.07.03,28,2022
FOREVER 1 - The 7th Album,2022.07.16,FOREVER 1,9,소녀시대,2022.07.10,29,2022
NewJeans 1st EP `New Jeans`,2022.09.03,Hype boy,6,NewJeans,2022.08.28,36,2022
LOVE DIVE,2022.08.27,LOVE DIVE,7,IVE (아이브),2022.08.21,35,2022
Pink Venom,2022.09.10,Pink Venom,4,BLACKPINK,2022.09.04,37,2022
BORN PINK,2022.09.17,Shut Down,3,BLACKPINK,2022.09.11,38,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.09.24,새삥 (Prod. ZICO) (Feat. 호미들),2,지코 (ZICO),2022.09.18,39,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.10.01,새삥 (Prod. ZICO) (Feat. 호미들),1,지코 (ZICO),2022.09.25,40,2022
`키스 먼저 할까요?` OST Part 3,2022.08.06,"모든 날, 모든 순간 (Every day, Every Moment)",55,폴킴,2022.07.31,32,2022
스티커 사진,2022.08.20,스티커 사진,52,21학번,2022.08.14,34,2022
미련을 말하는,2022.08.13,새벽에 걸려온 너의 전화는,47,한동근,2022.08.07,33,2022
LOVE me,2022.03.05,LOVE me,39,BE`O (비오),2022.02.27,10,2022
IM HERO,2022.03.12,무지개,36,임영웅,2022.03.06,11,2022
해요 (2022),2022.03.19,해요 (2022),35,#안녕,2022.03.13,12,2022
PROTOTYPE RESEARCH #0063,2022.03.26,내 기쁨은 너가 벤틀리를 끄는 거야,34,김승민,2022.03.20,13,2022
I Don`t Think That I Like Her,2022.04.09,I Don`t Think That I Like Her,31,Charlie Puth,2022.04.03,15,2022
ELEVEN,2022.04.16,ELEVEN,28,IVE (아이브),2022.04.10,16,2022
That`s Hilarious,2022.04.02,That`s Hilarious,32,Charlie Puth,2022.03.27,14,2022
Girls - The 2nd Mini Album,2022.04.23,도깨비불 (Illusion),27,aespa,2022.04.17,17,2022
내가 아니라도,2022.04.30,내가 아니라도,26,주호,2022.04.24,18,2022
IM HERO,2022.05.07,다시 만날 수 있을까,24,임영웅,2022.05.01,19,2022
Monologue,2022.05.14,Monologue,23,테이 (Tei),2022.05.08,20,2022
나의 X에게,2022.05.21,나의 X에게,20,경서,2022.05.15,21,2022
IM HERO,2022.06.04,우리들의 블루스,18,임영웅,2022.05.29,23,2022
정이라고 하자,2022.05.28,정이라고 하자 (Feat. 10CM),19,BIG Naughty (서동현),2022.05.22,22,2022
우린 그렇게 사랑해서,2022.06.18,우린 그렇게 사랑해서,15,"강민경, 잔나비",2022.06.12,25,2022
WSG워너비 1집,2022.06.11,보고싶었어,16,WSG워너비 (4FIRE),2022.06.05,24,2022
Rush Hour,2022.07.02,Rush Hour (Feat. j-hope of BTS),12,크러쉬 (CRUSH),2022.06.26,27,2022
5.3,2022.06.25,그라데이션,13,10cm,2022.06.19,26,2022
NewJeans 1st EP `New Jeans`,2022.07.09,Cookie,11,NewJeans,2022.07.03,28,2022
FOREVER 1 - The 7th Album,2022.07.16,FOREVER 1,10,소녀시대,2022.07.10,29,2022
LOVE DIVE,2022.09.03,LOVE DIVE,7,IVE (아이브),2022.08.28,36,2022
딱 10CM만,2022.08.27,딱 10CM만,8,"10cm, BIG Naughty (서동현)",2022.08.21,35,2022
NewJeans 1st EP `New Jeans`,2022.09.10,Hype boy,5,NewJeans,2022.09.04,37,2022
NewJeans 1st EP `New Jeans`,2022.09.17,Attention,4,NewJeans,2022.09.11,38,2022
BORN PINK,2022.09.24,Shut Down,3,BLACKPINK,2022.09.18,39,2022
After LIKE,2022.10.01,After LIKE,2,IVE (아이브),2022.09.25,40,2022
INVU - The 3rd Album,2022.08.06,INVU,56,태연 (TAEYEON),2022.07.31,32,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2022.08.20,Feel My Rhythm,53,레드벨벳(Red Velvet),2022.08.14,34,2022
통화연결음,2022.08.13,통화연결음,48,"보라미유, MJ (써니사이드)",2022.08.07,33,2022
Seoul,2022.03.05,Love story,40,볼빨간사춘기,2022.02.27,10,2022
취중고백,2022.03.12,취중고백,37,김민석,2022.03.06,11,2022
IM HERO,2022.03.19,무지개,36,임영웅,2022.03.13,12,2022
해요 (2022),2022.03.26,해요 (2022),35,#안녕,2022.03.20,13,2022
That`s Hilarious,2022.04.09,That`s Hilarious,32,Charlie Puth,2022.04.03,15,2022
신사와 아가씨 OST Part.2,2022.04.16,사랑은 늘 도망가,29,임영웅,2022.04.10,16,2022
싸다9,2022.04.02,That That (prod. & feat. SUGA of BTS),33,싸이 (Psy),2022.03.27,14,2022
ELEVEN,2022.04.23,ELEVEN,28,IVE (아이브),2022.04.17,17,2022
Girls - The 2nd Mini Album,2022.04.30,도깨비불 (Illusion),27,aespa,2022.04.24,18,2022
FEARLESS,2022.05.07,FEARLESS,25,LE SSERAFIM (르세라핌),2022.05.01,19,2022
IM HERO,2022.05.14,다시 만날 수 있을까,24,임영웅,2022.05.08,20,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,21,멜로망스(Melomance),2022.05.15,21,2022
정이라고 하자,2022.06.04,정이라고 하자 (Feat. 10CM),19,BIG Naughty (서동현),2022.05.29,23,2022
나의 X에게,2022.05.28,나의 X에게,20,경서,2022.05.22,22,2022
WSG워너비 1집,2022.06.18,보고싶었어,16,WSG워너비 (4FIRE),2022.06.12,25,2022
CHECKMATE,2022.06.11,SNEAKERS,17,ITZY (있지),2022.06.05,24,2022
5.3,2022.07.02,그라데이션,13,10cm,2022.06.26,27,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.06.25,LAW (Prod. Czaer),14,"윤미래, 비비(BIBI)",2022.06.19,26,2022
Rush Hour,2022.07.09,Rush Hour (Feat. j-hope of BTS),12,크러쉬 (CRUSH),2022.07.03,28,2022
NewJeans 1st EP `New Jeans`,2022.07.16,Cookie,11,NewJeans,2022.07.10,29,2022
딱 10CM만,2022.09.03,딱 10CM만,8,"10cm, BIG Naughty (서동현)",2022.08.28,36,2022
WSG워너비 1집,2022.08.27,그때 그 순간 그대로 (그그그),9,WSG워너비 (가야G),2022.08.21,35,2022
Pink Venom,2022.09.10,Pink Venom,6,BLACKPINK,2022.09.04,37,2022
NewJeans 1st EP `New Jeans`,2022.09.17,Hype boy,5,NewJeans,2022.09.11,38,2022
NewJeans 1st EP `New Jeans`,2022.09.24,Attention,4,NewJeans,2022.09.18,39,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.10.08,새삥 (Prod. ZICO) (Feat. 호미들),1,지코 (ZICO),2022.10.02,41,2022
BORN PINK,2022.10.01,Shut Down,3,BLACKPINK,2022.09.25,40,2022
조각집,2022.08.06,드라마,57,아이유 (IU),2022.07.31,32,2022
통화연결음,2022.08.20,통화연결음,54,"보라미유, MJ (써니사이드)",2022.08.14,34,2022
Girls - The 2nd Mini Album,2022.08.13,Girls,49,aespa,2022.08.07,33,2022
Seoul,2022.03.05,Love story,41,볼빨간사춘기,2022.02.27,10,2022
취중고백,2022.03.12,취중고백,38,김민석,2022.03.06,11,2022
별에서 온 그대 OST Part 7,2022.03.19,너의 모든 순간,37,성시경,2022.03.13,12,2022
IM NAYEON,2022.03.26,POP!,36,나연 (TWICE),2022.03.20,13,2022
싸다9,2022.04.09,That That (prod. & feat. SUGA of BTS),33,싸이 (Psy),2022.04.03,15,2022
해요 (2022),2022.04.16,해요 (2022),30,#안녕,2022.04.10,16,2022
PROTOTYPE RESEARCH #0063,2022.04.02,내 기쁨은 너가 벤틀리를 끄는 거야,34,김승민,2022.03.27,14,2022
신사와 아가씨 OST Part.2,2022.04.23,사랑은 늘 도망가,29,임영웅,2022.04.17,17,2022
That`s Hilarious,2022.04.30,That`s Hilarious,28,Charlie Puth,2022.04.24,18,2022
내가 아니라도,2022.05.07,내가 아니라도,26,주호,2022.05.01,19,2022
I NEVER DIE,2022.05.14,TOMBOY,25,(여자)아이들,2022.05.08,20,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,22,멜로망스(Melomance),2022.05.15,21,2022
나의 X에게,2022.06.04,나의 X에게,20,경서,2022.05.29,23,2022
CHECKMATE,2022.05.28,SNEAKERS,21,ITZY (있지),2022.05.22,22,2022
WSG워너비 1집,2022.06.18,보고싶었어,17,WSG워너비 (4FIRE),2022.06.12,25,2022
IM HERO,2022.06.11,우리들의 블루스,18,임영웅,2022.06.05,24,2022
NewJeans 1st EP `New Jeans`,2022.07.02,Cookie,14,NewJeans,2022.06.26,27,2022
Monologue,2022.06.25,Monologue,15,테이 (Tei),2022.06.19,26,2022
5.3,2022.07.09,그라데이션,13,10cm,2022.07.03,28,2022
우린 그렇게 사랑해서,2022.07.16,우린 그렇게 사랑해서,12,"강민경, 잔나비",2022.07.10,29,2022
LOVE DIVE,2022.09.03,LOVE DIVE,9,IVE (아이브),2022.08.28,36,2022
WSG워너비 1집,2022.08.27,그때 그 순간 그대로 (그그그),10,WSG워너비 (가야G),2022.08.21,35,2022
Rush Hour,2022.09.10,Rush Hour (Feat. j-hope of BTS),7,크러쉬 (CRUSH),2022.09.04,37,2022
Pink Venom,2022.09.17,Pink Venom,6,BLACKPINK,2022.09.11,38,2022
NewJeans 1st EP `New Jeans`,2022.09.24,Attention,5,NewJeans,2022.09.18,39,2022
After LIKE,2022.10.08,After LIKE,2,IVE (아이브),2022.10.02,41,2022
NewJeans 1st EP `New Jeans`,2022.10.01,Hype boy,4,NewJeans,2022.09.25,40,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.10.15,새삥 (Prod. ZICO) (Feat. 호미들),1,지코 (ZICO),2022.10.09,42,2022
인생은 뷰티풀: 비타돌체 OST,2022.08.06,인생은 뷰티풀,58,김호중,2022.07.31,32,2022
나의 목소리로,2022.08.20,나의 목소리로,55,김호중,2022.08.14,34,2022
전설,2022.08.13,주저하는 연인들을 위해,50,잔나비,2022.08.07,33,2022
Seoul,2022.03.05,Love story,42,볼빨간사춘기,2022.02.27,10,2022
LOVE me,2022.03.12,LOVE me,39,BE`O (비오),2022.03.06,11,2022
취중고백,2022.03.19,취중고백,38,김민석,2022.03.13,12,2022
Girls - The 2nd Mini Album,2022.03.26,도깨비불 (Illusion),37,aespa,2022.03.20,13,2022
싸다9,2022.04.09,That That (prod. & feat. SUGA of BTS),34,싸이 (Psy),2022.04.03,15,2022
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2022.04.16,사건의 지평선,31,윤하,2022.04.10,16,2022
PROTOTYPE RESEARCH #0063,2022.04.02,내 기쁨은 너가 벤틀리를 끄는 거야,35,김승민,2022.03.27,14,2022
FEARLESS,2022.04.23,FEARLESS,30,LE SSERAFIM (르세라핌),2022.04.17,17,2022
신사와 아가씨 OST Part.2,2022.04.30,사랑은 늘 도망가,29,임영웅,2022.04.24,18,2022
I NEVER DIE,2022.05.07,TOMBOY,27,(여자)아이들,2022.05.01,19,2022
CHECKMATE,2022.05.14,SNEAKERS,26,ITZY (있지),2022.05.08,20,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.05.21,사랑인가 봐,23,멜로망스(Melomance),2022.05.15,21,2022
나의 X에게,2022.06.04,나의 X에게,21,경서,2022.05.29,23,2022
IM HERO,2022.05.28,우리들의 블루스,22,임영웅,2022.05.22,22,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.06.18,LAW (Prod. Czaer),18,"윤미래, 비비(BIBI)",2022.06.12,25,2022
정이라고 하자,2022.06.11,정이라고 하자 (Feat. 10CM),19,BIG Naughty (서동현),2022.06.05,24,2022
NewJeans 1st EP `New Jeans`,2022.07.02,Cookie,15,NewJeans,2022.06.26,27,2022
FOREVER 1 - The 7th Album,2022.06.25,FOREVER 1,16,소녀시대,2022.06.19,26,2022
FIVE SENSES,2022.07.09,자격지심 (Feat. ZICO),14,BE`O (비오),2022.07.03,28,2022
5.3,2022.07.16,그라데이션,13,10cm,2022.07.10,29,2022
Monologue,2022.09.03,Monologue,10,테이 (Tei),2022.08.28,36,2022
WSG워너비 1집,2022.08.27,그때 그 순간 그대로 (그그그),11,WSG워너비 (가야G),2022.08.21,35,2022
딱 10CM만,2022.09.10,딱 10CM만,8,"10cm, BIG Naughty (서동현)",2022.09.04,37,2022
Pink Venom,2022.09.17,Pink Venom,7,BLACKPINK,2022.09.11,38,2022
NewJeans 1st EP `New Jeans`,2022.09.24,Attention,6,NewJeans,2022.09.18,39,2022
NewJeans 1st EP `New Jeans`,2022.10.08,Hype boy,3,NewJeans,2022.10.02,41,2022
BORN PINK,2022.10.01,Shut Down,5,BLACKPINK,2022.09.25,40,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.10.22,새삥 (Prod. ZICO) (Feat. 호미들),1,지코 (ZICO),2022.10.16,43,2022
I love,2022.10.15,Nxde,2,(여자)아이들,2022.10.09,42,2022
조각집,2022.08.06,드라마,59,아이유 (IU),2022.07.31,32,2022
봄여름가을겨울 (Still Life),2022.08.20,봄여름가을겨울 (Still Life),56,BIGBANG (빅뱅),2022.08.14,34,2022
ENTWURF,2022.08.13,DICE,51,NMIXX,2022.08.07,33,2022
Seoul,2022.03.05,Love story,43,볼빨간사춘기,2022.02.27,10,2022
LOVE me,2022.03.12,LOVE me,40,BE`O (비오),2022.03.06,11,2022
Girls - The 2nd Mini Album,2022.03.19,도깨비불 (Illusion),39,aespa,2022.03.13,12,2022
싸다9,2022.03.26,That That (prod. & feat. SUGA of BTS),38,싸이 (Psy),2022.03.20,13,2022
별에서 온 그대 OST Part 7,2022.04.09,너의 모든 순간,35,성시경,2022.04.03,15,2022
CHECKMATE,2022.04.16,SNEAKERS,32,ITZY (있지),2022.04.10,16,2022
취중고백,2022.04.02,취중고백,36,김민석,2022.03.27,14,2022
That`s Hilarious,2022.04.23,That`s Hilarious,31,Charlie Puth,2022.04.17,17,2022
신사와 아가씨 OST Part.2,2022.04.30,사랑은 늘 도망가,30,임영웅,2022.04.24,18,2022
IM HERO,2022.05.07,우리들의 블루스,28,임영웅,2022.05.01,19,2022
해요 (2022),2022.05.14,해요 (2022),27,#안녕,2022.05.08,20,2022
I NEVER DIE,2022.05.21,TOMBOY,24,(여자)아이들,2022.05.15,21,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.06.04,사랑인가 봐,22,멜로망스(Melomance),2022.05.29,23,2022
나의 X에게,2022.05.28,나의 X에게,23,경서,2022.05.22,22,2022
FOREVER 1 - The 7th Album,2022.06.18,FOREVER 1,19,소녀시대,2022.06.12,25,2022
WSG워너비 1집,2022.06.11,보고싶었어,20,WSG워너비 (4FIRE),2022.06.05,24,2022
